dataset_label,file_family,field_pair,flag,definition,numerator,denominator,rate,status
LOCAL_DIR_025,VALID_EN_TO_KO,ko + en,KO_non_NFC,aggregate Unicode/preprocessing indicator; not official pipeline evidence,3,150038,1.9994934616563804e-05,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_025,VALID_EN_TO_KO,ko + en,KO_phone,aggregate Unicode/preprocessing indicator; not official pipeline evidence,19,150038,0.00012663458590490408,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_025,VALID_EN_TO_KO,ko + en,KO_punctuation_mixing,aggregate Unicode/preprocessing indicator; not official pipeline evidence,150038,150038,1.0,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_025,VALID_EN_TO_KO,ko + en,KO_url,aggregate Unicode/preprocessing indicator; not official pipeline evidence,2,150038,1.3329956411042535e-05,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_025,VALID_KO_TO_EN,ko + en,missing_KO,KO is null,0,150000,0.0,SOFT_FLAG_ONLY
LOCAL_DIR_025,VALID_KO_TO_EN,ko + en,missing_EN,EN is null,0,150000,0.0,SOFT_FLAG_ONLY
LOCAL_DIR_025,VALID_KO_TO_EN,ko + en,empty_KO,KO empty or whitespace,0,150000,0.0,SOFT_FLAG_ONLY
LOCAL_DIR_025,VALID_KO_TO_EN,ko + en,empty_EN,EN empty or whitespace,0,150000,0.0,SOFT_FLAG_ONLY
LOCAL_DIR_025,VALID_KO_TO_EN,ko + en,language_mismatch,KO Hangul or EN Latin dominance below 0.5,817,150000,0.0054466666666666665,SOFT_FLAG_ONLY
LOCAL_DIR_025,VALID_KO_TO_EN,ko + en,high_digit_ratio_KO,KO digit ratio >0.20,1001,150000,0.006673333333333333,SOFT_FLAG_ONLY
LOCAL_DIR_025,VALID_KO_TO_EN,ko + en,high_digit_ratio_EN,EN digit ratio >0.20,457,150000,0.0030466666666666667,SOFT_FLAG_ONLY
LOCAL_DIR_025,VALID_KO_TO_EN,ko + en,high_punctuation_ratio_KO,KO punctuation ratio >0.20,9612,150000,0.06408,SOFT_FLAG_ONLY
LOCAL_DIR_025,VALID_KO_TO_EN,ko + en,high_punctuation_ratio_EN,EN punctuation ratio >0.20,2957,150000,0.019713333333333333,SOFT_FLAG_ONLY
LOCAL_DIR_025,VALID_KO_TO_EN,ko + en,extreme_codepoint_length_ratio,KO/EN codepoint ratio <0.20 or >5.00,247,150000,0.0016466666666666667,SOFT_FLAG_ONLY
LOCAL_DIR_025,VALID_KO_TO_EN,ko + en,extreme_byte_length_ratio,KO/EN byte ratio <0.20 or >5.00,35,150000,0.00023333333333333333,SOFT_FLAG_ONLY
LOCAL_DIR_025,VALID_KO_TO_EN,ko + en,duplicate_candidate_pair,salted within-run KO+EN hash repeated,8393,150000,0.055953333333333334,SOFT_FLAG_ONLY
LOCAL_DIR_025,VALID_KO_TO_EN,ko + en,one_to_many_indicator,distinct KO hashes linked to multiple EN hashes,1190,150000,0.007933333333333334,SOFT_FLAG_ONLY
LOCAL_DIR_025,VALID_KO_TO_EN,ko + en,many_to_one_indicator,distinct EN hashes linked to multiple KO hashes,2195,150000,0.014633333333333333,SOFT_FLAG_ONLY
LOCAL_DIR_025,VALID_KO_TO_EN,ko + en,unobserved_direction,direction not directly observed,0,150000,0.0,SOFT_FLAG_ONLY
LOCAL_DIR_025,VALID_KO_TO_EN,ko + en,suspiciously_short_KO,KO <2 codepoints,0,150000,0.0,SOFT_FLAG_ONLY
LOCAL_DIR_025,VALID_KO_TO_EN,ko + en,suspiciously_short_EN,EN <2 codepoints,4,150000,2.6666666666666667e-05,SOFT_FLAG_ONLY
LOCAL_DIR_025,VALID_KO_TO_EN,ko + en,suspiciously_long_KO,KO >1000 codepoints,0,150000,0.0,SOFT_FLAG_ONLY
LOCAL_DIR_025,VALID_KO_TO_EN,ko + en,suspiciously_long_EN,EN >1000 codepoints,0,150000,0.0,SOFT_FLAG_ONLY
LOCAL_DIR_025,VALID_KO_TO_EN,ko + en,EN_NFKC_change,aggregate Unicode/preprocessing indicator; not official pipeline evidence,258,150000,0.00172,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_025,VALID_KO_TO_EN,ko + en,EN_bracket_placeholder,aggregate Unicode/preprocessing indicator; not official pipeline evidence,9,150000,6e-05,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_025,VALID_KO_TO_EN,ko + en,EN_digit_mixing,aggregate Unicode/preprocessing indicator; not official pipeline evidence,12806,150000,0.08537333333333333,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_025,VALID_KO_TO_EN,ko + en,EN_email,aggregate Unicode/preprocessing indicator; not official pipeline evidence,29,150000,0.00019333333333333333,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_025,VALID_KO_TO_EN,ko + en,EN_emoji_symbol_mixing,aggregate Unicode/preprocessing indicator; not official pipeline evidence,59,150000,0.0003933333333333333,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_025,VALID_KO_TO_EN,ko + en,EN_jamo_or_decomposed,aggregate Unicode/preprocessing indicator; not official pipeline evidence,10,150000,6.666666666666667e-05,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_025,VALID_KO_TO_EN,ko + en,EN_latin_mixing,aggregate Unicode/preprocessing indicator; not official pipeline evidence,149823,150000,0.99882,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_025,VALID_KO_TO_EN,ko + en,EN_markup,aggregate Unicode/preprocessing indicator; not official pipeline evidence,7,150000,4.6666666666666665e-05,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_025,VALID_KO_TO_EN,ko + en,EN_non_NFC,aggregate Unicode/preprocessing indicator; not official pipeline evidence,7,150000,4.6666666666666665e-05,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_025,VALID_KO_TO_EN,ko + en,EN_phone,aggregate Unicode/preprocessing indicator; not official pipeline evidence,40,150000,0.0002666666666666667,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_025,VALID_KO_TO_EN,ko + en,EN_punctuation_mixing,aggregate Unicode/preprocessing indicator; not official pipeline evidence,147869,150000,0.9857933333333333,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_025,VALID_KO_TO_EN,ko + en,EN_punctuation_normalization_indicator,aggregate Unicode/preprocessing indicator; not official pipeline evidence,228,150000,0.00152,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_025,VALID_KO_TO_EN,ko + en,EN_replacement,aggregate Unicode/preprocessing indicator; not official pipeline evidence,1,150000,6.666666666666667e-06,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_025,VALID_KO_TO_EN,ko + en,EN_url,aggregate Unicode/preprocessing indicator; not official pipeline evidence,5,150000,3.3333333333333335e-05,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_025,VALID_KO_TO_EN,ko + en,KO_NFKC_change,aggregate Unicode/preprocessing indicator; not official pipeline evidence,77,150000,0.0005133333333333333,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_025,VALID_KO_TO_EN,ko + en,KO_bracket_placeholder,aggregate Unicode/preprocessing indicator; not official pipeline evidence,8,150000,5.333333333333333e-05,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_025,VALID_KO_TO_EN,ko + en,KO_digit_mixing,aggregate Unicode/preprocessing indicator; not official pipeline evidence,15774,150000,0.10516,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_025,VALID_KO_TO_EN,ko + en,KO_email,aggregate Unicode/preprocessing indicator; not official pipeline evidence,6,150000,4e-05,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_025,VALID_KO_TO_EN,ko + en,KO_emoji_symbol_mixing,aggregate Unicode/preprocessing indicator; not official pipeline evidence,63,150000,0.00042,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_025,VALID_KO_TO_EN,ko + en,KO_jamo_or_decomposed,aggregate Unicode/preprocessing indicator; not official pipeline evidence,12,150000,8e-05,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_025,VALID_KO_TO_EN,ko + en,KO_latin_mixing,aggregate Unicode/preprocessing indicator; not official pipeline evidence,12857,150000,0.08571333333333334,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_025,VALID_KO_TO_EN,ko + en,KO_markup,aggregate Unicode/preprocessing indicator; not official pipeline evidence,6,150000,4e-05,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_025,VALID_KO_TO_EN,ko + en,KO_non_NFC,aggregate Unicode/preprocessing indicator; not official pipeline evidence,1,150000,6.666666666666667e-06,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_025,VALID_KO_TO_EN,ko + en,KO_phone,aggregate Unicode/preprocessing indicator; not official pipeline evidence,41,150000,0.00027333333333333333,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_025,VALID_KO_TO_EN,ko + en,KO_punctuation_mixing,aggregate Unicode/preprocessing indicator; not official pipeline evidence,147273,150000,0.98182,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_025,VALID_KO_TO_EN,ko + en,KO_punctuation_normalization_indicator,aggregate Unicode/preprocessing indicator; not official pipeline evidence,17,150000,0.00011333333333333333,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_025,VALID_KO_TO_EN,ko + en,KO_replacement,aggregate Unicode/preprocessing indicator; not official pipeline evidence,1,150000,6.666666666666667e-06,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_025,VALID_KO_TO_EN,ko + en,KO_url,aggregate Unicode/preprocessing indicator; not official pipeline evidence,5,150000,3.3333333333333335e-05,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_026,TRAIN_KO_TO_EN,ko + en,missing_KO,KO is null,0,1200144,0.0,SOFT_FLAG_ONLY
LOCAL_DIR_026,TRAIN_KO_TO_EN,ko + en,missing_EN,EN is null,0,1200144,0.0,SOFT_FLAG_ONLY
LOCAL_DIR_026,TRAIN_KO_TO_EN,ko + en,empty_KO,KO empty or whitespace,0,1200144,0.0,SOFT_FLAG_ONLY
LOCAL_DIR_026,TRAIN_KO_TO_EN,ko + en,empty_EN,EN empty or whitespace,0,1200144,0.0,SOFT_FLAG_ONLY
LOCAL_DIR_026,TRAIN_KO_TO_EN,ko + en,language_mismatch,KO Hangul or EN Latin dominance below 0.5,782,1200144,0.0006515884760495408,SOFT_FLAG_ONLY
LOCAL_DIR_026,TRAIN_KO_TO_EN,ko + en,high_digit_ratio_KO,KO digit ratio >0.20,3189,1200144,0.0026571811382634083,SOFT_FLAG_ONLY
LOCAL_DIR_026,TRAIN_KO_TO_EN,ko + en,high_digit_ratio_EN,EN digit ratio >0.20,38,1200144,3.166286712261195e-05,SOFT_FLAG_ONLY
LOCAL_DIR_026,TRAIN_KO_TO_EN,ko + en,high_punctuation_ratio_KO,KO punctuation ratio >0.20,328,1200144,0.00027330053726886105,SOFT_FLAG_ONLY
LOCAL_DIR_026,TRAIN_KO_TO_EN,ko + en,high_punctuation_ratio_EN,EN punctuation ratio >0.20,2,1200144,1.666466690663787e-06,SOFT_FLAG_ONLY
LOCAL_DIR_026,TRAIN_KO_TO_EN,ko + en,extreme_codepoint_length_ratio,KO/EN codepoint ratio <0.20 or >5.00,74,1200144,6.165926755456012e-05,SOFT_FLAG_ONLY
LOCAL_DIR_026,TRAIN_KO_TO_EN,ko + en,extreme_byte_length_ratio,KO/EN byte ratio <0.20 or >5.00,19,1200144,1.5831433561305975e-05,SOFT_FLAG_ONLY
LOCAL_DIR_026,TRAIN_KO_TO_EN,ko + en,duplicate_candidate_pair,salted within-run KO+EN hash repeated,35,1200144,2.9163167086616273e-05,SOFT_FLAG_ONLY
LOCAL_DIR_026,TRAIN_KO_TO_EN,ko + en,one_to_many_indicator,distinct KO hashes linked to multiple EN hashes,17,1200144,1.416496687064219e-05,SOFT_FLAG_ONLY
LOCAL_DIR_026,TRAIN_KO_TO_EN,ko + en,many_to_one_indicator,distinct EN hashes linked to multiple KO hashes,1,1200144,8.332333453318935e-07,SOFT_FLAG_ONLY
LOCAL_DIR_026,TRAIN_KO_TO_EN,ko + en,unobserved_direction,direction not directly observed,0,1200144,0.0,SOFT_FLAG_ONLY
LOCAL_DIR_026,TRAIN_KO_TO_EN,ko + en,suspiciously_short_KO,KO <2 codepoints,0,1200144,0.0,SOFT_FLAG_ONLY
LOCAL_DIR_026,TRAIN_KO_TO_EN,ko + en,suspiciously_short_EN,EN <2 codepoints,1,1200144,8.332333453318935e-07,SOFT_FLAG_ONLY
LOCAL_DIR_026,TRAIN_KO_TO_EN,ko + en,suspiciously_long_KO,KO >1000 codepoints,0,1200144,0.0,SOFT_FLAG_ONLY
LOCAL_DIR_026,TRAIN_KO_TO_EN,ko + en,suspiciously_long_EN,EN >1000 codepoints,4,1200144,3.332933381327574e-06,SOFT_FLAG_ONLY
LOCAL_DIR_026,TRAIN_KO_TO_EN,ko + en,EN_NFKC_change,aggregate Unicode/preprocessing indicator; not official pipeline evidence,1237,1200144,0.0010307096481755522,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_026,TRAIN_KO_TO_EN,ko + en,EN_bracket_placeholder,aggregate Unicode/preprocessing indicator; not official pipeline evidence,724,1200144,0.0006032609420202909,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_026,TRAIN_KO_TO_EN,ko + en,EN_digit_mixing,aggregate Unicode/preprocessing indicator; not official pipeline evidence,481059,1200144,0.40083439987201536,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_026,TRAIN_KO_TO_EN,ko + en,EN_emoji_symbol_mixing,aggregate Unicode/preprocessing indicator; not official pipeline evidence,2105,1200144,0.001753956191923636,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_026,TRAIN_KO_TO_EN,ko + en,EN_jamo_or_decomposed,aggregate Unicode/preprocessing indicator; not official pipeline evidence,79,1200144,6.582543428121959e-05,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_026,TRAIN_KO_TO_EN,ko + en,EN_latin_mixing,aggregate Unicode/preprocessing indicator; not official pipeline evidence,1200141,1200144,0.999997500299964,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_026,TRAIN_KO_TO_EN,ko + en,EN_markup,aggregate Unicode/preprocessing indicator; not official pipeline evidence,445,1200144,0.0003707888386726926,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_026,TRAIN_KO_TO_EN,ko + en,EN_non_NFC,aggregate Unicode/preprocessing indicator; not official pipeline evidence,71,1200144,5.915956751856444e-05,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_026,TRAIN_KO_TO_EN,ko + en,EN_phone,aggregate Unicode/preprocessing indicator; not official pipeline evidence,1437,1200144,0.001197356317241931,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_026,TRAIN_KO_TO_EN,ko + en,EN_punctuation_mixing,aggregate Unicode/preprocessing indicator; not official pipeline evidence,1200069,1200144,0.9999375074991002,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_026,TRAIN_KO_TO_EN,ko + en,EN_punctuation_normalization_indicator,aggregate Unicode/preprocessing indicator; not official pipeline evidence,53,1200144,4.4161367302590354e-05,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_026,TRAIN_KO_TO_EN,ko + en,EN_repeated_whitespace,aggregate Unicode/preprocessing indicator; not official pipeline evidence,25,1200144,2.0830833633297337e-05,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_026,TRAIN_KO_TO_EN,ko + en,EN_url,aggregate Unicode/preprocessing indicator; not official pipeline evidence,14,1200144,1.1665266834646509e-05,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_026,TRAIN_KO_TO_EN,ko + en,EN_whitespace_normalization_indicator,aggregate Unicode/preprocessing indicator; not official pipeline evidence,25,1200144,2.0830833633297337e-05,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_026,TRAIN_KO_TO_EN,ko + en,EN_zero_width,aggregate Unicode/preprocessing indicator; not official pipeline evidence,6688,1200144,0.005572664613579704,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_026,TRAIN_KO_TO_EN,ko + en,KO_NFKC_change,aggregate Unicode/preprocessing indicator; not official pipeline evidence,17193,1200144,0.014325780906291245,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_026,TRAIN_KO_TO_EN,ko + en,KO_bracket_placeholder,aggregate Unicode/preprocessing indicator; not official pipeline evidence,805,1200144,0.0006707528429921743,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_026,TRAIN_KO_TO_EN,ko + en,KO_digit_mixing,aggregate Unicode/preprocessing indicator; not official pipeline evidence,544969,1200144,0.45408634297217665,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_026,TRAIN_KO_TO_EN,ko + en,KO_emoji_symbol_mixing,aggregate Unicode/preprocessing indicator; not official pipeline evidence,12237,1200144,0.01019627644682638,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_026,TRAIN_KO_TO_EN,ko + en,KO_jamo_or_decomposed,aggregate Unicode/preprocessing indicator; not official pipeline evidence,2172,1200144,0.0018097828260608727,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_026,TRAIN_KO_TO_EN,ko + en,KO_latin_mixing,aggregate Unicode/preprocessing indicator; not official pipeline evidence,328005,1200144,0.2733047034355877,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_026,TRAIN_KO_TO_EN,ko + en,KO_markup,aggregate Unicode/preprocessing indicator; not official pipeline evidence,67,1200144,5.5826634137236866e-05,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_026,TRAIN_KO_TO_EN,ko + en,KO_non_NFC,aggregate Unicode/preprocessing indicator; not official pipeline evidence,959,1200144,0.0007990707781732858,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_026,TRAIN_KO_TO_EN,ko + en,KO_phone,aggregate Unicode/preprocessing indicator; not official pipeline evidence,600,1200144,0.0004999400071991361,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_026,TRAIN_KO_TO_EN,ko + en,KO_punctuation_mixing,aggregate Unicode/preprocessing indicator; not official pipeline evidence,1200103,1200144,0.9999658374328414,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_026,TRAIN_KO_TO_EN,ko + en,KO_punctuation_normalization_indicator,aggregate Unicode/preprocessing indicator; not official pipeline evidence,4692,1200144,0.0039095308562972445,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_026,TRAIN_KO_TO_EN,ko + en,KO_repeated_whitespace,aggregate Unicode/preprocessing indicator; not official pipeline evidence,24,1200144,1.9997600287965445e-05,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_026,TRAIN_KO_TO_EN,ko + en,KO_url,aggregate Unicode/preprocessing indicator; not official pipeline evidence,15,1200144,1.2498500179978403e-05,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_026,TRAIN_KO_TO_EN,ko + en,KO_whitespace_normalization_indicator,aggregate Unicode/preprocessing indicator; not official pipeline evidence,24,1200144,1.9997600287965445e-05,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_026,TRAIN_KO_TO_EN,ko + en,KO_zero_width,aggregate Unicode/preprocessing indicator; not official pipeline evidence,4,1200144,3.332933381327574e-06,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_026,VALID_KO_TO_EN,ko + en,missing_KO,KO is null,0,150018,0.0,SOFT_FLAG_ONLY
LOCAL_DIR_026,VALID_KO_TO_EN,ko + en,missing_EN,EN is null,0,150018,0.0,SOFT_FLAG_ONLY
LOCAL_DIR_026,VALID_KO_TO_EN,ko + en,empty_KO,KO empty or whitespace,0,150018,0.0,SOFT_FLAG_ONLY
LOCAL_DIR_026,VALID_KO_TO_EN,ko + en,empty_EN,EN empty or whitespace,0,150018,0.0,SOFT_FLAG_ONLY
LOCAL_DIR_026,VALID_KO_TO_EN,ko + en,language_mismatch,KO Hangul or EN Latin dominance below 0.5,102,150018,0.0006799184097908251,SOFT_FLAG_ONLY
LOCAL_DIR_026,VALID_KO_TO_EN,ko + en,high_digit_ratio_KO,KO digit ratio >0.20,445,150018,0.0029663107093815407,SOFT_FLAG_ONLY
LOCAL_DIR_026,VALID_KO_TO_EN,ko + en,high_digit_ratio_EN,EN digit ratio >0.20,0,150018,0.0,SOFT_FLAG_ONLY
LOCAL_DIR_026,VALID_KO_TO_EN,ko + en,high_punctuation_ratio_KO,KO punctuation ratio >0.20,41,150018,0.00027330053726886105,SOFT_FLAG_ONLY
LOCAL_DIR_026,VALID_KO_TO_EN,ko + en,high_punctuation_ratio_EN,EN punctuation ratio >0.20,1,150018,6.665866762655148e-06,SOFT_FLAG_ONLY
LOCAL_DIR_026,VALID_KO_TO_EN,ko + en,extreme_codepoint_length_ratio,KO/EN codepoint ratio <0.20 or >5.00,11,150018,7.332453438920662e-05,SOFT_FLAG_ONLY
LOCAL_DIR_026,VALID_KO_TO_EN,ko + en,extreme_byte_length_ratio,KO/EN byte ratio <0.20 or >5.00,4,150018,2.6663467050620593e-05,SOFT_FLAG_ONLY
LOCAL_DIR_026,VALID_KO_TO_EN,ko + en,duplicate_candidate_pair,salted within-run KO+EN hash repeated,0,150018,0.0,SOFT_FLAG_ONLY
LOCAL_DIR_026,VALID_KO_TO_EN,ko + en,one_to_many_indicator,distinct KO hashes linked to multiple EN hashes,0,150018,0.0,SOFT_FLAG_ONLY
LOCAL_DIR_026,VALID_KO_TO_EN,ko + en,many_to_one_indicator,distinct EN hashes linked to multiple KO hashes,0,150018,0.0,SOFT_FLAG_ONLY
LOCAL_DIR_026,VALID_KO_TO_EN,ko + en,unobserved_direction,direction not directly observed,0,150018,0.0,SOFT_FLAG_ONLY
LOCAL_DIR_026,VALID_KO_TO_EN,ko + en,suspiciously_short_KO,KO <2 codepoints,0,150018,0.0,SOFT_FLAG_ONLY
LOCAL_DIR_026,VALID_KO_TO_EN,ko + en,suspiciously_short_EN,EN <2 codepoints,0,150018,0.0,SOFT_FLAG_ONLY
LOCAL_DIR_026,VALID_KO_TO_EN,ko + en,suspiciously_long_KO,KO >1000 codepoints,0,150018,0.0,SOFT_FLAG_ONLY
LOCAL_DIR_026,VALID_KO_TO_EN,ko + en,suspiciously_long_EN,EN >1000 codepoints,0,150018,0.0,SOFT_FLAG_ONLY
LOCAL_DIR_026,VALID_KO_TO_EN,ko + en,EN_NFKC_change,aggregate Unicode/preprocessing indicator; not official pipeline evidence,169,150018,0.00112653148288872,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
